company_name,homepage_url,status,team_page_url,team_page_status,has_cmo,has_vp_marketing,has_head_of_marketing,has_marketing_director,has_marketing_manager,has_head_of_growth,has_vp_growth,has_head_of_content,has_content_director,has_head_of_seo,marketing_titles_count,marketing_titles_list,has_marketing_leader,marketing_leader_seniority,founder_has_marketing_title,founder_marketing_pattern,mentions_fractional,fractional_mention_context,careers_page_url,careers_page_status,marketing_jobs_open_count,marketing_job_titles,linkedin_company_url,confidence_tier,error_note,team_page_real
moengage.com,https://www.moengage.com/,ok,https://www.moengage.com/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.moengage.com/careers/,ok,0,,https://www.linkedin.com/company/moengage,high,,true
supabase.co,https://supabase.com/,ok,https://supabase.com/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://supabase.com/careers,ok,1,Marketing Manager,https://www.linkedin.com/company/supabase,high,,true
iubenda.com,https://www.iubenda.com/en/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/iubenda,low,,false
evernote.com,https://evernote.com/,ok,https://bendingspoons.com/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://jobs.bendingspoons.com/,ok,0,,https://www.linkedin.com/company/evernote,high,,false
squareup.com,https://squareup.com/us/en,ok,https://squareup.com/us/en/about,ok,true,false,false,false,false,false,false,false,false,false,1,cmo,true,cmo,false,,false,,https://careers.squareup.com/us/en,ok,0,,,high,,true
proofpoint.com,https://www.proofpoint.com/us,ok,https://www.proofpoint.com/us/company/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.proofpoint.com/us/company/careers,ok,0,,https://www.linkedin.com/company/proofpoint,high,,true
ahrefs.com,https://ahrefs.com/,ok,https://ahrefs.com/team,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://ahrefs.com/careers,ok,2,Content marketing Content Explorer Track your web mentions & find link prospects;Local SEO GBP Monitor New Manage Google Business Profiles at scale,https://www.linkedin.com/company/ahrefs,high,,true
semrush.com,https://www.semrush.com/,ok,https://www.semrush.com/company/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://careers.semrush.com/,ok,1,"Annual winner of multiple digital software, SEO and Global Search awards",https://www.linkedin.com/company/semrush,high,,true
sap.com,https://www.sap.com/index.html,ok,https://www.sap.com/index.html,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.sap.com/index.html,ok,0,,https://www.linkedin.com/company/sap,high,,false
revenuecat.com,https://www.revenuecat.com/,ok,https://jobs.ashbyhq.com/revenuecat,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://jobs.ashbyhq.com/revenuecat,ok,0,,,medium,,false
datto.com,https://www.datto.com/,ok,https://www.datto.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.kaseya.com/careers/jobs/,ok,0,,https://www.linkedin.com/company/datto-inc-,high,,true
hover.com,https://www.hover.com/,ok,https://www.hover.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,medium,,true
quantummetric.com,https://www.quantummetric.com/,ok,https://www.quantummetric.com/team,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.quantummetric.com/careers,ok,0,,https://www.linkedin.com/company/quantum-metric,high,,true
miro.com,https://miro.com/,ok,https://miro.com/about/,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,https://miro.com/careers/,ok,0,,https://www.linkedin.com/company/mirohq,high,,true
ninjarmm.com,https://www.ninjaone.com/,ok,https://www.ninjaone.com/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.ninjaone.com/careers/,ok,1,Marketing Director,https://www.linkedin.com/company/ninjaone,high,,true
useinsider.com,https://insiderone.com/,ok,https://insiderone.com/pt/about-bdr-role/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://insiderone.com/careers/,ok,0,,https://www.linkedin.com/company/useinsider,high,,true
userway.org,https://userway.org/,ok,https://userway.org/team/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://userway.org/careers/,ok,0,,https://www.linkedin.com/company/userway,high,,true
fliphtml5.com,https://fliphtml5.com/,ok,https://fliphtml5.com/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,medium,,true
asana.com,https://asana.com/,ok,https://asana.com/jobs,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://asana.com/jobs,ok,0,,https://www.linkedin.com/company/asana,high,,false
gameanalytics.com,https://www.gameanalytics.com/,ok,https://www.gameanalytics.com/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.gameanalytics.com/company/careers,ok,0,,https://www.linkedin.com/company/gameanalytics,high,,true
chartbeat.net,https://chartbeat.com/,ok,https://chartbeat.com/team/,ok,false,false,false,false,true,false,false,false,false,false,1,marketing manager,false,marketing_manager,false,,false,,https://chartbeat.com/signin/,ok,0,,https://www.linkedin.com/company/chartbeat,high,,true
onrender.com,https://render.com/,ok,https://render.com/about,ok,false,true,false,false,false,false,false,false,false,false,1,vp of marketing,true,vp_marketing,false,,false,,https://render.com/careers,ok,0,,https://www.linkedin.com/company/renderco,high,,true
customer.io,https://customer.io/,ok,https://customer.io/about,ok,true,false,false,false,false,false,false,false,false,false,2,chief marketing officer;cmo,true,cmo,false,,false,,https://customer.io/careers,ok,0,,https://www.linkedin.com/company/customer-io,high,,true
crazyegg.com,https://www.crazyegg.com/,ok,https://www.crazyegg.com/about-us,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.crazyegg.com/careers,ok,1,Marketing Specialist,https://www.linkedin.com/company/crazy-egg,high,,true
grafana.com,https://grafana.com/,ok,https://grafana.com/careers/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://grafana.com/careers/,ok,0,,https://www.linkedin.com/company/grafana-labs,high,,false
elastic.co,https://www.elastic.co/,ok,https://www.elastic.co/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.elastic.co/careers,ok,0,,https://www.linkedin.com/company/elastic-co,high,,true
ssl.com,https://www.ssl.com/,ok,https://www.ssl.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.ssl.com/careers/,ok,0,,https://www.linkedin.com/company/ssl-com,high,,true
zend.com,https://www.zend.com/,ok,https://www.zend.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/perforce-zend,medium,,true
splashtop.com,https://www.splashtop.com/,ok,https://www.splashtop.com/resources/case-studies/teamlogic-it,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.splashtop.com/about/careers,ok,1,Marketing Manager,https://www.linkedin.com/company/splashtop,high,,true
clickup.com,https://clickup.com/,ok,https://clickup.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://clickup.com/careers,ok,0,,https://www.linkedin.com/company/12949663,high,,true
churnzero.net,https://churnzero.com/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://churnzero.com/careers,ok,0,,https://www.linkedin.com/company/churnzero,medium,,false
visualwebsiteoptimizer.com,https://vwo.com/,ok,https://vwo.com/success-stories/teamleader/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://wingify.com/careers/,ok,0,,,medium,,true
su89-cdn.net,https://su89-cdn.net/,ok,https://su89-cdn.net/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,medium,,true
splunkcloud.com,https://www.splunk.com/,ok,https://www.splunk.com/en_us/about-splunk.html,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://careers.cisco.com/global/en/splunk,ok,0,,https://www.linkedin.com/company/splunk,high,,true
lastpass.com,https://www.lastpass.com/,ok,https://www.lastpass.com/static/errors/404.html?item=%2fcompany&layout=%7b00000000-0000-0000-0000-000000000000%7d&device=Default,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.lastpass.com/company/careers,ok,0,,https://www.linkedin.com/company/lastpass,high,,false
screenconnect.com,https://www.screenconnect.com/,ok,https://marketplace.connectwise.com/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/connectwise,medium,,false
gotowebinar.com,https://www.goto.com/webinar,ok,,missing,false,false,false,false,true,false,false,false,false,false,1,marketing manager,false,marketing_manager,false,,false,,,missing,,,,low,,false
moodle.com,https://moodle.com/,ok,https://moodle.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://moodle.com/careers/,ok,0,,https://www.linkedin.com/company/moodle,high,,true
kbz0pwvxmv.com,https://kbz0pwvxmv.com/,ok,https://kbz0pwvxmv.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,medium,,true
verkada.com,https://www.verkada.com/,ok,https://www.verkada.com/about/,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,https://www.verkada.com/careers/,ok,0,,https://www.linkedin.com/company/12699415,high,,true
cutt.ly,https://cutt.ly/,ok,https://cutt.ly/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://alpinepubliclibrary.org/resources/career-development-test-prep/,ok,0,,,medium,,false
urbanairship.com,https://www.airship.com/,ok,https://www.airship.com/company/why-airship/,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,https://www.airship.com/company/careers/,ok,0,,https://www.linkedin.com/company/airship-social,high,,true
prezi.com,https://prezi.com/,ok,https://prezi.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://prezi.com/jobs,ok,0,,https://www.linkedin.com/company/prezi,high,,true
envato.com,https://elements.envato.com/,ok,https://elements.envato.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/envato,medium,,true
matomo.org,https://matomo.org/,ok,https://matomo.org/team/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://matomo.org/jobs/,ok,0,,https://www.linkedin.com/company/matomo,high,,true
brevo.com,https://www.brevo.com/,ok,https://www.brevo.com/company/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.brevo.com/careers/,ok,0,,https://www.linkedin.com/company/brevo,high,,true
ringcentral.com,https://www.ringcentral.com/,ok,https://www.ringcentral.com/company.html,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.ringcentral.com/company/careers/overview.html,ok,0,,https://www.linkedin.com/company/ringcentral,high,,true
evergage.com,https://www.salesforce.com/marketing/personalization/?bc=DB,ok,https://www.salesforce.com/marketing/personalization/?bc=DB/team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.salesforce.com/marketing/personalization/?bc=DB/careers,ok,0,,,medium,,false
surfshark.com,https://surfshark.com/,ok,https://surfshark.com/about-us,ok,true,false,false,false,false,false,false,false,false,false,1,cmo,true,cmo,false,,false,,,missing,,,,medium,,true
comodoca.com,https://www.sectigo.com/?utm_source=redirect&utm_medium=tier2&utm_campaign=comodoca,ok,https://www.sectigo.com/?utm_source=redirect&utm_medium=tier2&utm_campaign=comodoca/team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.sectigo.com/?utm_source=redirect&utm_medium=tier2&utm_campaign=comodoca/careers,ok,0,,https://www.linkedin.com/company/sectigo,high,,false
podbean.com,https://www.podbean.com/,ok,https://www.podbean.com/about-us,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.podbean.com/careers,ok,1,Podbean AI Podbean AI AI-Enhanced Audio Quality and Content Generation,https://www.linkedin.com/company/podbean,high,,true
crowdstrike.com,https://www.crowdstrike.com/en-us/,ok,https://www.crowdstrike.com/en-us/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.crowdstrike.com/en-us/careers/,ok,0,,https://www.linkedin.com/company/crowdstrike,high,,true
parallels.com,https://www.parallels.com/,ok,https://www.parallels.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.parallels.com/careers/,ok,0,,https://www.linkedin.com/company/parallels,high,,true
1password.com,https://1password.com/,ok,https://1password.com/company,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,https://1password.com/careers,ok,0,,https://www.linkedin.com/company/1password,high,,true
rudderstack.com,https://www.rudderstack.com/,ok,https://www.rudderstack.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.rudderstack.com/careers/,ok,0,,https://www.linkedin.com/company/rudderstack,high,,true
jampp.com,https://www.jampp.com/,ok,https://www.jampp.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.jampp.com/careers,ok,0,,https://www.linkedin.com/company/jampp,high,,true
about.me,https://about.me/,ok,https://about.me/team,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://about.me/careers,ok,0,,,medium,,true
paramountplus.com,https://www.paramountplus.com/intl/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
bigcommerce.com,https://www.bigcommerce.com/,ok,https://www.bigcommerce.com/company/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.bigcommerce.com/company/careers/,ok,1,Enterprise Growth Package Increase sales by improving SEO and conversion,https://www.linkedin.com/company/bigcommerce,high,,true
goguardian.com,https://www.goguardian.com/,ok,https://www.goguardian.com/leadership,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.goguardian.com/careers,ok,0,,https://www.linkedin.com/company/goguardian,high,,true
cookieyes.com,https://www.cookieyes.com/,ok,https://www.cookieyes.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.cookieyes.com/,ok,0,,https://www.linkedin.com/company/cookieyeshq,high,,true
incognia.com,https://www.incognia.com/,ok,https://www.incognia.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.incognia.com/careers,ok,0,,https://www.linkedin.com/company/incognia,high,,true
webflow.io,https://webflow.com/,ok,https://webflow.com/company/about,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,https://webflow.com/company/careers,ok,0,,https://www.linkedin.com/company/webflow-inc-,high,,true
gumroad.com,https://gumroad.com/,ok,https://team.gumroad.com/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://gumroad.com/careers,ok,0,,,medium,,false
x-cdn-static.com,https://x-cdn-static.com/,ok,https://x-cdn-static.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,medium,,true
c6gj-static.net,https://c6gj-static.net/,ok,https://c6gj-static.net/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,medium,,true
n-able.com,https://www.n-able.com/,no_data,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
inmotionhosting.com,https://www.inmotionhosting.com/,ok,https://www.inmotionhosting.com/about-us,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.inmotionhosting.com/employment/,ok,0,,https://www.linkedin.com/company/inmotion-hosting,high,,true
moz.com,https://moz.com/,ok,https://moz.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://moz.com/about/jobs,ok,4,"Moz Local Raise your local SEO visibility with complete local SEO management;Compare SEO Products See which Moz SEO solution best meets your business needs;MozBar See top SEO metrics for free as you browse the web;Moz is a registered trademark of SEOMoz, Inc",https://www.linkedin.com/company/moz,high,,true
airtable.com,https://www.airtable.com/,ok,https://www.airtable.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://airtable.com/careers,ok,0,,https://linkedin.com/company/airtable,high,,true
redis.io,https://redis.io/,ok,https://redis.io/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://redis.io/company/careers/,ok,0,,https://www.linkedin.com/company/redisinc,high,,true
joinmassive.com,https://www.joinmassive.com/,ok,https://www.joinmassive.com/about-us,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.joinmassive.com/careers,ok,0,,https://www.linkedin.com/company/joinmassive,high,,true
auvik.com,https://www.auvik.com/,ok,https://www.auvik.com/about/,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,https://www.auvik.com/careers/,ok,1,marketing lead,https://www.linkedin.com/company/auvik,high,,true
toasttab.com,https://pos.toasttab.com/,no_data,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
zapier.com,https://zapier.com/,ok,https://zapier.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://zapier.com/jobs,ok,0,,https://linkedin.com/company/zapier,high,,true
mystrikingly.com,https://www.strikingly.com/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
imgix.net,https://www.imgix.com/,ok,https://www.imgix.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.imgix.com/careers,ok,0,,https://www.linkedin.com/company/3825637,high,,true
yg5sjx5kzy.com,https://yg5sjx5kzy.com/,ok,https://yg5sjx5kzy.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,medium,,true
elementor.com,https://elementor.com/,ok,https://elementor.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://elementor.careers/explore/,ok,0,,https://www.linkedin.com/company/elementor,high,,true
proton.me,https://proton.me/,ok,https://proton.me/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://proton.me/careers,ok,0,,https://www.linkedin.com/company/protonprivacy,high,,true
powerapps.com,https://www.microsoft.com/pt-pt/power-platform/products/power-apps/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
loom.com,https://www.loom.com/,ok,https://www.atlassian.com/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.atlassian.com/company/careers/all-jobs?team=&location=&search=Loom,ok,0,,https://www.linkedin.com/company/useloom,high,,true
crunchbase.com,https://www.crunchbase.com/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/crunchbase,low,,false
wistia.com,https://wistia.com/,ok,https://wistia.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://wistia.com/jobs,ok,1,AI Video Marketing Trends See how marketers are working with AI,https://www.linkedin.com/company/wistia,high,,true
malwarebytes.com,https://www.malwarebytes.com/,ok,https://www.malwarebytes.com/pricing/teams,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.malwarebytes.com/jobs,ok,0,,https://www.linkedin.com/company/malwarebytes,high,,true
hootsuite.com,https://www.hootsuite.com/,ok,https://www.hootsuite.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.hootsuite.com/,ok,1,Social Media Marketing and Management Tool,https://www.linkedin.com/company/hootsuite,high,,true
ex.co,https://ex.co/,ok,https://ex.co/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://ex.co/careers/,ok,0,,https://www.linkedin.com/company/excoplatform,high,,true
hotmart.com,https://hotmart.com/en,ok,https://hotmart.com/en/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://hotmart.com/en/jobs,ok,0,,https://www.linkedin.com/company/hotmart,high,,true
guard.io,https://guard.io/,ok,https://guard.io/business?ref=team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://guard.io/careers,ok,1,Marketing Manager,https://www.linkedin.com/company/19192220,high,,false
ispot.tv,https://www.ispot.tv/,ok,https://www.ispot.tv/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.ispot.tv/about/careers,ok,0,,https://www.linkedin.com/company/ispottv,high,,true
egnyte.com,https://www.egnyte.com/,ok,https://www.egnyte.com/about-us,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.egnyte.com/careers,ok,1,Marketing Manager,https://www.linkedin.com/company/egnyte,high,,true
duosecurity.com,https://duo.com/,ok,https://duo.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://careers.cisco.com/global/en/home,ok,0,,https://www.linkedin.com/company/duosec,high,,true
foursquare.com,https://foursquare.com/,ok,https://foursquare.com/company/who-we-are/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://foursquare.com/company/careers/,ok,0,,https://www.linkedin.com/company/foursquare,high,,true
walkme.com,https://www.walkme.com/,ok,https://www.walkme.com/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.walkme.com/careers/,ok,0,,https://www.linkedin.com/company/walkme,high,,true
glance.net,https://www.glance.cx/,ok,https://www.glance.cx/leadership,ok,true,false,false,false,false,false,false,false,false,false,1,cmo,true,cmo,false,,false,,https://www.glance.cx/careers,ok,0,,https://www.linkedin.com/company/glancecx,high,,true
voximplant.com,https://voximplant.com/,ok,https://voximplant.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://voximplant.com/careers,ok,0,,https://www.linkedin.com/company/voximplant,high,,true
freshdesk.com,https://www.freshworks.com/freshdesk/,ok,https://www.freshworks.com/company/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.freshworks.com/company/careers/,ok,0,,https://linkedin.com/company/freshworks-inc,high,,true
ko-fi.com,https://ko-fi.com/,no_data,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
zscaler.com,https://www.zscaler.com/,ok,https://www.zscaler.com/company/about-zscaler,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.zscaler.com/careers,ok,0,,https://www.linkedin.com/company/zscaler,high,,true
consumerreports.org,https://www.consumerreports.org/,ok,https://www.consumerreports.org/about-us/what-we-do/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.consumerreports.org/careers/landing-page/,ok,0,,https://www.linkedin.com/company/consumer-reports,high,,true
threatlocker.com,https://www.threatlocker.com/,ok,https://www.threatlocker.com/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.threatlocker.com/company/careers,ok,0,,https://www.linkedin.com/company/threatlockerinc,high,,true
docusign.com,https://www.docusign.com/,ok,https://www.docusign.com/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://careers.docusign.com/careers-home,ok,1,DocuSign Careers Skip to Main Content Back to Docusign,https://www.linkedin.com/company/docusign,high,,true
ning.com,https://www.ning.com/,ok,https://www.ning.com/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.ning.com/careers/,ok,0,,https://www.linkedin.com/company/ning,high,,true
gitbook.io,https://www.gitbook.com/,ok,https://www.gitbook.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.gitbook.com/careers,ok,0,,https://www.linkedin.com/company/gitbook,high,,true
linklist.bio,https://linklist.bio/,ok,https://linklist.bio/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://linklist.bio/,ok,0,,,medium,,false
iterable.com,https://iterable.com/,ok,https://iterable.com/company/,ok,true,false,true,false,false,false,false,false,false,false,2,chief marketing officer;head of marketing,true,cmo,false,,false,,https://iterable.com/careers/,ok,0,,https://www.linkedin.com/company/3119164,high,,true
ipapi.co,https://ipapi.co/,ok,https://ipapi.co/?q=team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://ipapi.co/careers/,ok,0,,,medium,,false
houzz.com,https://www.houzz.com/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.houzz.com/jobs,ok,0,,https://www.linkedin.com/company/houzz,medium,,false
postman.com,https://www.postman.com/,ok,https://www.postman.com/pricing/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.postman.com/company/careers/,ok,0,,https://www.linkedin.com/company/postman-platform,high,,false
termsfeed.com,https://www.termsfeed.com/,no_data,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
feedly.com,https://feedly.com/,ok,https://feedly.com/i/my,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://feedly.com/i/my,ok,0,,https://www.linkedin.com/company/feedly,high,,false
riskified.com,https://www.riskified.com/,ok,https://www.riskified.com/about/,ok,true,false,false,false,false,false,false,false,false,false,2,chief marketing officer;cmo,true,cmo,false,,false,,https://www.riskified.com/careers/,ok,0,,https://www.linkedin.com/company/riskified,high,,true
a2hosting.com,https://hosting.com/,ok,https://hosting.com/team/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://hosting.com/careers/,ok,0,,https://www.linkedin.com/company/hostingcom,high,,true
ouraring.com,https://ouraring.com/,ok,https://ouraring.com/about-us,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://ouraring.com/careers,ok,0,,,medium,,true
pushwoosh.com,https://www.pushwoosh.com/,ok,https://www.pushwoosh.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/pushwoosh,medium,,true
smallpdf.com,https://smallpdf.com/,ok,https://smallpdf.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://smallpdf.com/careers,ok,0,,https://www.linkedin.com/company/smallpdf,high,,true
bitrix24.com,https://www.bitrix24.com/,ok,https://www.bitrix24.eu/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/bitrix24,medium,,true
dashlane.com,https://www.dashlane.com/,ok,https://www.dashlane.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.dashlane.com/about/careers,ok,0,,https://www.linkedin.com/company/dashlane,high,,true
mux.com,https://www.mux.com/,ok,https://www.mux.com/team,ok,false,false,true,true,true,false,false,false,true,false,3,director of marketing;head of marketing;marketing manager,true,head_of_marketing,false,,false,,https://www.mux.com/jobs,ok,0,,https://www.linkedin.com/company/mux,high,,true
parsely.com,https://www.parse.ly/,ok,https://www.parse.ly/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.parse.ly/careers/,ok,0,,https://www.linkedin.com/company/parsely-inc-,high,,true
buzzsprout.com,https://www.buzzsprout.com/,ok,https://www.buzzsprout.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,medium,,true
claude.com,https://claude.com/,ok,https://claude.com/pricing,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://claude.ai/careers,ok,0,,https://www.linkedin.com/company/anthropic,high,,false
xero.com,https://www.xero.com/,ok,https://www.xero.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/xero,medium,,true
